StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
GJ001,2019-05-05,81.79,,19.4,58.23,42.89,,19.4,136.27,3.02,4.15,32.45,7.11,449.0,Severe
DL030,2019-12-13,64.3,96.64,6.11,10.93,17.04,,1.02,,17.35,0.01,0.0,0.6,246.0,Poor
DL009,2019-12-18,137.15,189.21,14.68,41.71,34.16,19.84,0.91,7.38,6.33,3.27,17.1,,297.0,Poor
DL038,2019-05-10,117.81,412.21,49.02,83.89,84.61,25.93,1.04,29.8,41.77,4.4,150.32,,423.0,Severe
KA007,2019-04-27,44.27,116.19,1.07,21.94,12.55,10.38,0.61,2.94,71.34,0.24,2.26,,120.0,Moderate
UP016,2017-12-27,288.07,,21.07,74.52,56.49,49.9,0.06,10.46,,,,,422.0,Severe
UP012,2019-12-28,122.27,,43.07,228.0,153.11,,0.91,3.88,26.63,1.12,6.96,,312.0,Very Poor
DL029,2019-03-13,69.35,228.31,52.55,70.66,80.16,30.34,1.17,24.79,25.7,5.46,40.91,,156.0,Moderate
TN005,2020-02-02,33.16,38.77,0.25,9.66,10.01,3.34,0.28,7.23,49.97,0.0,0.0,,70.0,Satisfactory
KA010,2018-11-15,,61.15,8.15,29.25,37.36,,0.6,1.52,,,,,73.0,Satisfactory
DL001,2020-02-29,69.81,143.1,3.22,35.6,21.57,27.38,0.87,11.23,21.52,0.5,2.32,0.03,186.0,Moderate
DL002,2015-05-05,269.0,619.08,13.78,128.21,132.13,41.2,3.11,29.38,13.82,6.05,22.67,,611.0,Severe
DL031,2018-09-20,86.61,220.08,52.37,45.96,65.14,19.3,1.36,17.81,58.99,0.0,0.0,,174.0,Moderate
AP005,2019-07-20,34.17,71.59,5.19,24.07,17.02,9.8,0.57,11.45,20.48,4.46,7.92,1.44,89.0,Satisfactory
DL008,2018-07-20,36.22,80.34,2.61,26.12,15.98,1.53,0.42,6.13,8.91,0.45,,,79.0,Satisfactory
WB011,2019-07-08,39.56,90.06,6.01,36.56,42.58,9.28,0.23,6.87,21.87,3.74,12.45,,77.0,Satisfactory
AP005,2019-09-30,32.77,99.56,32.53,32.42,43.7,10.69,1.32,9.55,13.14,4.6,15.39,4.67,98.0,Satisfactory
DL021,2017-01-09,65.39,,108.96,42.98,115.93,,1.68,9.92,25.1,5.17,15.39,,,
UP012,2018-06-22,72.41,,7.86,34.43,24.6,,0.41,1.82,29.29,0.12,0.22,,166.0,Moderate
KA009,2020-03-31,32.89,,1.93,5.93,7.8,10.06,0.75,3.69,,,0.75,,61.0,Satisfactory
TN002,2020-06-24,14.76,31.28,13.15,13.64,26.78,25.07,1.01,6.88,76.7,0.24,0.0,,92.0,Satisfactory
BR009,2020-02-02,52.78,143.21,36.52,73.62,109.97,38.5,0.93,8.95,4.92,0.68,24.82,4.45,147.0,Moderate
DL019,2019-11-23,121.55,181.22,20.1,74.33,55.91,20.97,0.71,3.1,6.76,5.29,31.38,3.21,321.0,Very Poor
DL003,2018-12-24,500.96,586.54,32.24,39.05,47.05,45.16,4.38,19.82,30.32,21.71,86.57,,659.0,Severe
KA005,2020-01-05,,108.55,11.9,50.57,62.48,,1.69,9.36,,,,,114.0,Moderate
KL008,2020-03-07,24.1,48.41,10.58,19.91,19.15,10.0,0.96,9.87,28.95,,,,57.0,Satisfactory
DL034,2017-11-06,180.36,,223.91,59.88,207.56,116.71,,,,,,,352.0,Very Poor
TN005,2020-03-21,36.12,44.99,0.83,58.79,44.67,,0.67,6.81,28.44,0.0,0.0,,72.0,Satisfactory
DL026,2018-03-21,147.29,350.38,71.96,74.16,144.06,47.87,1.76,33.84,47.7,0.38,1.5,,318.0,Very Poor
ML001,2020-02-19,92.18,120.62,0.9,2.79,1.19,2.86,0.59,9.91,33.69,0.51,0.08,,182.0,Moderate
MH007,2020-03-26,30.94,68.35,59.04,14.88,60.55,21.51,0.39,2.26,7.25,0.69,,,77.0,Satisfactory
DL017,2019-08-04,43.93,70.12,7.8,6.66,14.46,,1.76,,26.77,0.0,0.01,0.0,91.0,Satisfactory
TG004,2019-01-06,74.84,140.2,17.2,38.5,30.96,2.15,0.78,7.59,48.61,5.07,25.36,2.23,134.0,Moderate
DL017,2019-11-22,153.37,228.9,109.89,53.27,163.15,,3.17,,30.55,0.0,0.0,0.0,330.0,Very Poor
UP012,2019-12-11,132.56,,67.99,84.4,99.28,,1.6,2.65,17.59,0.74,3.71,,320.0,Very Poor
DL028,2018-08-30,40.48,40.48,11.43,25.55,22.91,34.18,1.09,17.67,97.06,9.2,49.61,,248.0,Poor
DL018,2019-04-05,96.69,241.74,170.54,94.87,189.45,35.15,2.52,27.12,36.7,11.16,52.46,,217.0,Poor
DL012,2018-01-11,120.42,209.31,22.81,23.71,,,1.45,,34.01,,,,315.0,Very Poor
UP014,2017-09-16,46.53,,10.78,37.25,,,1.25,3.39,34.27,1.0,3.0,,82.0,Satisfactory
DL035,2018-12-04,214.21,339.04,114.67,73.59,132.63,36.25,3.23,9.49,26.76,9.83,,,357.0,Very Poor
OD002,2019-07-03,19.94,79.01,37.72,6.0,40.15,8.19,0.75,28.29,2.81,0.0,,,79.0,Satisfactory
BR007,2017-12-17,244.25,,17.91,36.81,20.69,,2.51,38.89,43.82,0.57,4.02,1.47,365.0,Very Poor
KA010,2018-08-21,,50.45,4.34,11.69,15.66,,0.75,2.68,,,,,54.0,Satisfactory
DL034,2017-11-23,175.89,,53.06,46.39,64.5,51.66,,,,,,,338.0,Very Poor
KA007,2020-05-24,18.14,45.03,3.24,25.12,15.98,13.63,0.6,10.52,24.4,0.14,0.85,,52.0,Satisfactory
KA011,2019-02-22,34.21,83.63,22.67,53.12,46.68,17.13,0.82,11.73,41.57,0.25,1.67,,83.0,Satisfactory
DL008,2018-10-17,133.74,311.4,118.2,76.68,117.7,17.45,1.32,30.19,20.54,5.97,38.53,,324.0,Very Poor
AP001,2018-12-06,86.92,139.02,4.57,85.21,49.04,8.52,1.11,13.06,35.15,0.09,0.08,,,
DL031,2016-01-16,137.25,260.66,16.18,57.54,73.33,44.62,1.11,19.29,69.74,4.63,9.11,,311.0,Very Poor
DL035,2018-09-06,39.87,139.83,31.01,20.2,36.03,24.57,1.29,5.15,22.73,1.27,,,128.0,Moderate
DL021,2019-01-05,259.89,,50.37,34.59,58.7,,1.03,28.08,24.17,11.43,30.34,,418.0,Severe
DL023,2019-01-11,259.5,439.93,180.16,59.4,178.43,50.75,2.31,15.44,14.32,6.32,165.6,,380.0,Very Poor
DL026,2020-03-31,31.55,60.92,2.14,9.07,6.5,18.64,1.07,16.57,46.8,0.73,10.48,,71.0,Satisfactory
OD002,2019-08-12,25.89,83.43,25.59,6.94,32.5,7.5,2.13,39.46,1.9,0.0,,,102.0,Moderate
DL036,2020-06-01,36.83,56.52,3.62,23.47,15.43,33.06,0.62,8.16,48.29,1.58,15.7,,90.0,Satisfactory
GJ001,2015-07-24,29.22,,0.06,9.57,7.77,,0.06,13.58,5.08,1.37,3.65,0.32,48.0,Good
KA009,2019-08-29,23.63,,2.29,33.69,35.97,20.45,0.59,4.05,,,0.59,,56.0,Satisfactory
DL010,2018-10-31,201.62,442.63,102.3,61.85,116.33,56.99,2.84,25.72,51.3,13.96,94.99,,485.0,Severe
OD001,2019-08-20,12.39,27.67,10.11,11.89,17.63,35.91,1.73,7.8,7.7,0.0,,,,
DL003,2020-01-05,197.62,292.59,16.39,45.5,37.56,41.83,0.66,11.57,14.97,6.01,32.37,,382.0,Very Poor
DL016,2020-02-04,201.61,348.43,85.29,107.3,156.69,36.38,3.57,18.68,38.93,8.84,29.42,,340.0,Very Poor
UP012,2018-11-22,156.85,,21.97,44.86,41.44,,0.87,4.07,19.82,0.25,0.8,,328.0,Very Poor
BR005,2020-05-03,11.66,51.38,19.17,10.71,7.18,,0.3,6.76,91.09,1.43,4.44,0.27,,
DL019,2016-02-10,172.65,338.03,71.71,71.62,161.73,20.05,1.73,18.09,26.64,5.87,13.22,,354.0,Very Poor
UP016,2018-07-03,49.33,,20.36,39.52,37.06,37.67,0.62,14.49,,,,,86.0,Satisfactory
OD001,2018-03-26,102.38,241.51,13.95,31.82,45.76,9.11,4.19,15.85,20.36,0.0,,,272.0,Poor
TN001,2019-10-06,33.7,,5.47,22.09,16.62,,0.96,2.65,11.4,0.0,0.0,,215.0,Poor
DL004,2019-04-20,46.02,96.25,4.5,6.16,10.65,,0.28,,46.02,,,,97.0,Satisfactory
DL028,2019-01-20,333.91,333.91,78.39,184.44,161.93,76.76,4.13,19.92,522.39,12.43,220.11,,500.0,Severe
DL026,2018-08-24,15.85,79.98,14.03,11.46,17.56,28.37,0.84,8.96,5.68,1.62,23.01,,76.0,Satisfactory
MH009,2019-06-29,12.03,35.78,75.86,10.54,86.31,4.08,0.29,23.65,4.86,2.4,,,114.0,Moderate
DL037,2020-01-12,248.58,386.71,27.63,20.1,33.22,26.81,2.66,14.09,14.75,8.54,46.27,,365.0,Very Poor
DL007,2020-03-19,80.5,202.24,135.07,44.16,177.33,,1.28,,16.48,,,,233.0,Poor
MH011,2019-10-03,22.61,64.38,58.95,26.76,85.72,9.65,0.22,2.24,25.57,2.39,,,95.0,Satisfactory
DL028,2019-06-18,23.14,23.14,2.56,26.17,16.01,36.3,0.81,9.1,71.62,4.2,38.2,,155.0,Moderate
TG005,2018-07-02,20.12,,2.95,20.34,13.18,,0.28,6.55,20.73,0.0,0.65,0.0,38.0,Good
DL013,2020-01-02,267.77,,120.7,67.48,131.89,113.22,1.71,72.61,,,,,426.0,Severe
DL024,2020-05-22,74.73,172.82,24.39,51.14,47.09,18.61,1.3,27.74,78.36,4.53,8.82,,210.0,Poor
DL002,2019-01-20,411.78,604.08,152.22,201.52,242.78,103.4,3.09,18.34,53.18,20.11,99.84,,618.0,Severe
DL009,2020-05-14,37.7,105.08,2.44,10.12,7.36,38.15,0.45,13.93,103.25,1.02,6.78,,203.0,Poor
KA005,2017-01-17,,130.28,12.37,66.03,,,1.7,7.67,,,,,128.0,Moderate
DL030,2020-03-29,82.45,46.83,90.3,63.66,102.51,,0.68,,15.85,0.0,0.62,1.63,121.0,Moderate
OD001,2019-03-24,106.07,197.98,14.85,22.36,32.46,45.13,2.88,7.15,10.05,0.0,,,201.0,Poor
KA008,2019-12-31,43.48,85.7,14.28,43.37,34.68,12.71,1.36,3.67,44.19,0.39,2.21,,94.0,Satisfactory
HR014,2016-08-24,30.65,,2.24,3.48,3.32,,0.36,1.87,,,,,54.0,Satisfactory
DL018,2019-04-16,87.2,148.25,24.46,38.31,40.24,28.92,0.93,12.11,39.64,4.45,14.48,,213.0,Poor
DL036,2019-10-09,60.69,104.65,35.3,23.41,41.24,25.36,1.29,4.92,60.62,3.6,15.22,,165.0,Moderate
RJ006,2019-03-05,33.98,77.57,9.19,19.19,28.39,29.68,0.72,9.58,50.25,0.49,7.8,,98.0,Satisfactory
BR006,2020-05-24,32.65,71.32,,,0.0,6.9,0.65,6.87,6.48,4.78,0.56,5.72,70.0,Satisfactory
TG002,2020-02-09,32.12,65.46,4.85,35.47,22.81,33.94,0.0,2.94,16.99,0.24,0.84,0.0,76.0,Satisfactory
MH008,2020-06-09,8.67,18.57,4.64,6.29,10.95,3.8,0.45,0.16,28.56,,,,30.0,Good
GJ001,2019-11-13,88.0,145.34,18.8,226.03,131.69,,18.8,,32.59,2.14,27.52,1.91,638.0,Severe
DL022,2020-06-20,28.26,125.9,0.73,6.7,4.05,20.33,0.73,7.53,19.45,0.89,3.6,,195.0,Moderate
RJ005,2019-07-01,35.45,115.58,6.07,25.4,18.13,19.82,0.75,10.42,53.13,0.51,2.49,,113.0,Moderate
DL031,2019-06-11,66.14,460.64,82.5,70.58,104.8,26.44,2.34,7.68,22.18,,,,323.0,Very Poor
KA004,2020-06-08,12.44,44.0,8.49,37.42,26.81,3.06,0.67,8.08,20.81,0.68,7.15,,66.0,Satisfactory
DL013,2019-03-01,82.55,,7.59,47.18,30.77,17.93,0.66,8.04,,,,,196.0,Moderate
DL014,2015-01-25,,,28.56,99.56,76.19,124.08,1.66,4.23,9.58,,,,,
BR010,2020-02-20,113.24,218.68,153.17,43.76,197.38,,1.61,,54.68,2.02,2.79,1.54,262.0,Poor
TG004,2016-11-05,67.23,100.75,10.41,31.41,23.0,12.51,0.53,31.89,66.88,0.16,2.7,4.92,151.0,Moderate
KA009,2016-03-28,69.08,,4.72,49.93,29.91,50.0,1.23,12.4,,,1.23,,121.0,Moderate
DL030,2019-11-12,337.23,533.99,36.06,12.71,48.77,,1.35,,29.03,0.55,0.2,1.7,449.0,Severe
GJ001,2018-08-28,58.92,,26.74,67.8,53.03,,26.74,56.88,,4.68,28.77,0.79,491.0,Severe
DL004,2019-08-13,21.14,56.3,52.32,65.93,118.24,,1.4,,31.48,,,,139.0,Moderate
WB008,2019-12-28,100.43,183.87,4.46,26.6,30.98,30.53,0.76,29.01,40.02,,,,229.0,Poor
DL019,2016-02-11,129.35,296.56,83.04,74.0,136.9,15.83,1.42,21.5,26.18,3.47,8.87,,323.0,Very Poor
UP014,2018-12-18,179.37,,46.46,72.97,75.54,,1.96,9.64,26.52,0.0,0.0,,362.0,Very Poor
WB013,2018-07-28,40.4,65.45,10.06,39.5,49.56,4.21,0.77,1.82,15.32,2.14,11.96,,68.0,Satisfactory
WB010,2020-04-26,13.9,28.47,3.2,7.99,11.2,6.58,0.43,6.36,38.03,,,,55.0,Satisfactory
TN004,2015-12-15,50.94,,5.54,8.19,13.97,,1.56,5.78,56.3,,,,119.0,Moderate
DL016,2019-02-04,127.49,220.11,103.78,78.47,126.32,45.87,1.26,7.59,24.12,3.2,28.7,,313.0,Very Poor
DL024,2019-07-09,38.34,111.57,9.57,34.72,24.28,31.33,0.63,18.82,19.56,0.36,14.43,,112.0,Moderate
TG001,2020-06-30,21.35,63.88,3.26,20.35,13.47,19.3,0.31,6.34,9.66,0.26,5.38,0.14,61.0,Satisfactory
TG006,2016-01-25,69.01,103.83,5.3,2.47,5.15,10.58,0.93,9.74,43.04,,,,151.0,Moderate
AP005,2018-05-15,25.41,87.91,16.73,46.17,38.16,9.92,0.42,13.34,21.87,5.43,13.4,4.13,81.0,Satisfactory
WB011,2019-03-06,92.36,149.54,5.08,47.34,52.4,32.11,0.75,7.85,32.84,7.47,12.4,,195.0,Moderate
KA002,2020-02-26,33.16,,4.11,29.51,33.62,,0.84,5.08,30.86,0.0,0.0,,70.0,Satisfactory
DL014,2018-06-12,243.82,421.26,35.16,75.59,67.08,111.46,2.93,2.08,18.09,,,,356.0,Very Poor
TG006,2018-08-09,21.88,32.51,10.84,22.22,20.63,21.65,0.37,1.68,25.54,0.8,12.48,0.66,40.0,Good
KL008,2017-08-20,12.49,34.71,1.91,5.47,4.46,,0.88,2.41,16.58,,,,55.0,Satisfactory
DL014,2019-08-19,49.26,81.54,10.01,18.04,14.03,6.05,1.07,2.18,21.2,,,,89.0,Satisfactory
TG002,2020-05-18,19.31,64.16,5.96,22.78,14.4,10.46,0.29,5.41,48.16,2.53,7.66,0.35,64.0,Satisfactory
DL028,2015-09-08,61.73,61.73,5.25,41.23,43.89,26.69,1.18,12.79,156.66,0.93,3.26,,243.0,Poor
JH001,2019-03-29,102.41,181.61,9.14,9.7,,6.3,0.0,14.1,24.6,,,,175.0,Moderate
TG006,2019-01-05,78.9,155.25,14.98,83.72,56.69,21.67,0.96,8.51,42.69,1.63,7.16,1.01,162.0,Moderate
DL017,2017-11-16,202.82,321.09,20.0,11.31,31.32,,0.0,,37.02,0.0,0.0,0.0,365.0,Very Poor
MH005,2020-01-28,,,1.83,4.48,3.76,,2.4,11.69,19.17,1.39,,,,
DL023,2019-10-23,125.84,274.3,39.79,54.49,61.4,15.58,1.56,11.56,53.04,4.18,60.64,,262.0,Poor
DL033,2018-05-25,86.42,,37.22,64.62,64.15,,0.83,19.26,39.54,7.29,26.91,,256.0,Poor
UP012,2019-04-25,81.29,,7.79,5.24,9.02,,1.77,4.5,46.33,0.0,0.0,,161.0,Moderate
WB007,2019-12-06,78.23,121.07,9.47,22.48,31.43,38.24,0.79,12.58,32.62,12.66,12.96,3.39,223.0,Poor
WB007,2019-10-20,90.52,123.3,11.26,47.07,58.24,12.66,0.84,6.17,42.43,7.12,3.33,2.92,160.0,Moderate
UP014,2015-02-05,,,3.36,20.24,2.21,,12.2,,33.19,3.15,7.3,,,
RJ005,2018-05-15,100.3,184.55,3.17,31.48,18.95,8.34,1.22,7.91,62.18,2.03,0.26,,235.0,Poor
WB013,2018-04-28,,,3.34,51.58,54.91,13.83,0.0,,,5.59,0.08,,,
TG003,2020-03-12,29.28,79.53,1.51,16.74,10.14,10.88,0.54,9.25,17.92,1.06,7.33,0.41,75.0,Satisfactory
DL021,2017-11-27,220.74,,36.24,62.13,61.85,,1.23,11.97,25.66,4.26,18.25,,390.0,Very Poor
DL014,2019-01-08,153.82,199.77,22.69,32.66,35.79,17.25,1.11,6.6,11.61,,,,342.0,Very Poor
DL013,2015-02-07,178.1,,29.68,40.98,60.12,74.61,7.92,8.0,,,,,345.0,Very Poor
MH006,2019-08-08,13.88,61.97,1.48,8.53,10.0,3.52,0.2,8.22,32.05,2.18,,,54.0,Satisfactory
DL035,2020-02-01,113.92,186.79,39.23,40.62,53.59,52.66,1.18,7.25,38.04,1.65,,,244.0,Poor
DL033,2019-10-13,125.5,,61.45,97.48,101.01,,1.45,12.84,38.46,5.29,30.29,,262.0,Poor
DL002,2018-01-17,300.67,434.57,45.26,77.23,63.95,89.09,1.09,18.09,23.74,7.21,28.82,,407.0,Severe
AP001,2019-02-19,32.07,63.36,8.59,17.16,16.19,11.98,0.72,10.51,19.85,0.0,0.0,,90.0,Satisfactory
KA006,2019-08-16,10.32,22.27,,11.95,,8.62,0.36,4.07,17.14,0.14,,,33.0,Good
DL027,2019-11-21,224.89,384.99,119.42,38.39,158.36,50.61,3.17,8.08,23.57,2.71,9.88,,372.0,Very Poor
DL036,2019-05-18,28.47,75.6,4.12,30.77,19.73,28.97,0.55,6.66,64.8,1.87,31.56,,160.0,Moderate
MH010,2019-06-27,9.48,22.25,7.92,10.77,18.69,18.35,0.47,21.03,5.74,0.33,,,33.0,Good
TG004,2019-04-21,25.3,54.43,8.26,42.75,24.83,8.48,0.51,3.22,24.82,1.55,10.43,5.51,53.0,Satisfactory
DL034,2016-12-15,157.91,,85.57,85.58,113.88,19.34,,,,,,,337.0,Very Poor
DL004,2018-03-30,38.77,200.33,20.07,15.07,35.15,,0.91,,55.42,,,,149.0,Moderate
JH001,2017-05-09,,135.11,7.78,9.24,,,0.29,36.97,,,,,113.0,Moderate
DL023,2020-05-04,33.1,83.67,1.71,23.74,14.02,39.27,0.62,9.58,76.07,1.48,53.31,,110.0,Moderate
TG002,2018-09-18,29.26,56.94,3.53,27.96,17.74,11.28,0.48,2.86,29.3,3.68,13.37,2.53,51.0,Satisfactory
KA009,2015-01-12,,,10.49,22.2,18.64,41.39,0.74,1.24,,,0.74,,,
KA006,2019-06-10,5.17,20.66,,2.78,,5.84,0.37,3.43,20.75,0.08,,,29.0,Good
WB012,2019-10-02,31.3,49.86,3.88,20.08,22.03,6.24,0.3,4.44,31.85,5.64,4.93,,56.0,Satisfactory
WB013,2019-03-22,39.94,63.78,4.11,34.58,38.31,23.34,0.66,10.38,33.52,1.3,5.84,,76.0,Satisfactory
DL002,2020-04-19,33.9,108.96,4.36,31.24,20.16,64.81,0.65,11.34,42.24,0.69,14.13,,,
DL031,2018-07-31,52.26,157.55,3.85,6.38,6.07,6.8,0.76,14.92,66.62,1.76,16.25,,127.0,Moderate
TN003,2017-12-09,58.93,,12.75,31.82,23.26,139.26,0.0,11.2,,,,,91.0,Satisfactory
DL034,2017-04-01,97.5,,81.19,88.94,112.05,50.82,,,,,,,229.0,Poor
RJ006,2018-06-04,62.59,240.92,8.27,16.38,24.65,14.73,0.69,12.4,49.11,0.65,2.05,,193.0,Moderate
DL034,2019-12-08,235.39,350.3,151.79,102.2,175.15,64.29,3.98,17.52,19.09,14.35,137.5,,411.0,Severe
KA002,2019-03-24,69.39,,2.86,16.13,18.98,,1.52,3.58,64.19,0.21,0.37,,128.0,Moderate
KA002,2019-05-28,36.9,,3.46,24.8,28.26,,1.05,3.71,40.57,0.0,0.0,,86.0,Satisfactory
TN003,2020-02-10,42.93,,3.73,19.31,22.95,44.61,0.87,12.29,,,,,60.0,Satisfactory
DL031,2015-12-02,207.4,422.19,138.87,88.49,177.64,50.81,2.96,50.49,63.96,12.69,35.37,,367.0,Very Poor
DL004,2018-08-20,56.23,95.04,16.02,29.65,45.67,,2.47,,31.59,,,,112.0,Moderate
RJ005,2020-06-22,41.72,75.26,2.53,16.93,10.62,22.92,0.61,7.79,53.68,0.11,0.1,,90.0,Satisfactory
DL035,2019-05-24,38.04,103.88,8.11,28.28,21.65,45.93,0.95,9.84,30.22,2.88,,,160.0,Moderate
DL036,2019-06-25,50.0,144.8,2.29,84.35,46.73,27.61,1.05,8.94,74.18,3.06,19.76,,71.0,Satisfactory
TN004,2015-10-01,35.6,,16.75,7.84,20.25,,7.03,17.85,21.5,,,,376.0,Very Poor
DL012,2020-04-11,45.68,99.17,7.47,12.02,30.17,,0.62,,26.84,,,,96.0,Satisfactory
UP012,2019-08-02,139.94,,8.53,21.52,18.27,,1.27,0.03,18.31,0.69,6.69,,249.0,Poor
DL018,2018-02-11,168.66,346.06,136.09,79.97,117.66,34.1,3.0,17.74,19.99,1.02,1.78,,360.0,Very Poor
UP014,2015-07-10,12.12,,1.65,8.55,2.21,,1.53,7.1,26.29,0.07,0.13,,75.0,Satisfactory
DL002,2018-04-10,80.42,303.83,64.27,97.05,55.22,20.18,1.13,3.2,63.46,5.91,1.11,,,
DL032,2019-03-30,116.86,273.96,40.64,58.05,64.0,48.35,1.47,30.74,78.48,4.47,49.08,,296.0,Poor
TN001,2018-10-01,66.93,,15.7,14.09,29.79,,1.43,10.84,16.13,0.2,0.25,,353.0,Very Poor
KA003,2019-04-04,61.83,,6.51,24.55,30.82,,1.32,3.94,18.73,0.0,0.0,,145.0,Moderate
TG005,2016-07-15,20.57,,9.02,12.83,21.84,,0.71,6.95,14.77,0.14,0.99,0.12,94.0,Satisfactory
BR007,2016-06-29,43.12,,27.69,23.34,51.03,,1.4,6.69,9.78,0.16,0.63,0.4,139.0,Moderate
DL017,2019-08-02,31.13,61.67,4.86,7.93,12.79,,1.6,,24.68,0.0,0.0,0.0,82.0,Satisfactory
WB007,2019-10-29,114.65,155.11,11.21,45.37,56.64,32.35,0.63,7.84,41.82,6.67,2.68,3.49,266.0,Poor
DL013,2019-06-29,70.37,,6.18,22.05,16.48,22.38,0.66,12.41,,,,,135.0,Moderate
DL001,2019-07-04,38.08,74.12,1.58,37.43,21.19,18.1,0.55,10.58,18.01,,,,97.0,Satisfactory
TG004,2020-01-28,41.62,88.03,37.99,33.0,40.65,0.39,0.43,3.73,30.89,0.0,0.0,0.0,89.0,Satisfactory
DL024,2020-03-12,57.93,155.0,36.77,55.92,58.92,41.42,0.86,11.79,31.1,2.76,5.72,,117.0,Moderate
BR010,2020-03-24,59.69,90.28,227.03,18.45,245.9,9.0,4.47,,31.0,0.0,0.0,0.0,284.0,Poor
DL002,2019-05-07,119.35,459.87,177.41,84.03,192.48,32.23,2.74,19.07,39.2,5.44,35.14,,319.0,Very Poor
KA011,2018-10-27,43.25,92.17,21.15,40.54,38.84,18.65,1.03,9.4,14.93,0.71,3.01,,110.0,Moderate
TN004,2019-12-18,31.48,,7.9,4.66,11.63,,0.46,4.0,31.38,6.35,0.11,,64.0,Satisfactory
DL028,2019-09-12,65.93,65.93,5.57,48.06,30.09,39.47,1.43,15.94,120.26,6.83,34.29,,211.0,Poor
WB013,2018-04-21,,,3.3,26.3,29.59,9.56,1.13,,26.17,4.3,0.5,,,
AP005,2019-09-08,23.49,80.31,11.34,32.1,26.31,7.35,0.84,6.27,21.65,6.41,10.85,3.86,64.0,Satisfactory
PB001,2020-02-23,42.49,109.4,24.45,19.65,35.85,14.03,0.72,9.64,,1.76,2.06,2.0,101.0,Moderate
KA008,2019-05-03,26.26,93.98,2.53,22.4,13.98,10.05,0.5,3.26,66.48,0.2,1.42,,104.0,Moderate
TN005,2019-09-10,19.25,26.54,8.49,7.04,15.52,3.31,1.48,8.47,13.55,0.01,0.07,,76.0,Satisfactory
KA008,2019-03-13,46.62,137.42,10.39,40.64,30.06,10.74,1.17,19.2,55.08,0.57,3.77,,122.0,Moderate
MZ001,2020-05-12,27.97,33.56,11.51,0.44,15.73,29.94,0.42,8.91,0.18,0.12,1.04,,46.0,Good
GJ001,2019-04-27,84.95,,38.54,63.41,79.01,,38.54,54.58,69.89,4.19,32.44,7.12,,
TG002,2018-04-19,32.67,109.48,8.15,49.42,33.24,11.91,0.51,9.17,58.65,6.28,15.87,9.67,95.0,Satisfactory
DL021,2016-11-19,181.73,,28.22,31.27,38.31,,1.82,8.7,39.27,10.77,59.67,,362.0,Very Poor
TG003,2017-07-12,10.57,42.98,5.75,5.34,7.51,,0.25,12.33,25.53,0.02,2.28,0.28,63.0,Satisfactory
BR007,2018-11-18,185.02,,19.84,12.83,15.36,,2.59,33.14,,3.26,29.22,11.87,317.0,Very Poor
TN001,2020-01-06,24.3,,6.87,14.43,21.16,,0.65,7.45,21.84,0.04,0.11,,73.0,Satisfactory
DL008,2017-11-16,242.52,,25.39,4.59,23.87,37.41,,,,,,,418.0,Severe
TG006,2017-10-31,66.89,131.15,18.41,45.79,38.25,18.2,0.83,10.62,60.78,3.29,31.02,0.83,122.0,Moderate
DL006,2019-04-01,58.97,125.64,9.92,38.08,47.94,,0.15,,83.46,,,,144.0,Moderate
DL035,2018-02-20,183.29,373.0,56.11,36.33,80.84,50.54,1.54,5.46,62.52,1.18,,,366.0,Very Poor
TG002,2019-01-16,74.86,152.59,3.42,52.94,30.95,23.42,0.67,9.95,65.6,4.74,9.34,3.16,148.0,Moderate
KL008,2017-08-30,12.52,34.19,1.77,7.47,5.37,,0.92,3.21,5.1,,,,58.0,Satisfactory
KA005,2016-08-18,,63.13,6.22,26.84,,,0.64,3.8,,,,,72.0,Satisfactory
RJ004,2018-04-18,48.6,161.76,8.61,28.98,37.59,14.48,0.51,9.68,49.21,0.68,,,152.0,Moderate
TG006,2018-03-14,48.71,107.56,9.76,59.75,39.72,31.39,1.1,4.91,35.66,2.01,9.7,3.06,105.0,Moderate
UP015,2018-08-02,30.73,,19.8,24.45,29.08,,1.13,6.49,18.83,0.37,0.66,,54.0,Satisfactory
DL009,2018-06-05,46.03,98.62,19.3,32.16,9.21,,0.11,0.11,0.9,,,,102.0,Moderate
TG001,2018-04-16,50.69,119.69,4.81,31.99,20.92,25.69,0.8,12.87,33.5,0.44,10.11,0.15,106.0,Moderate
KA009,2017-02-05,37.39,,3.95,27.53,,20.54,,4.04,,,,,70.0,Satisfactory
OD001,2019-11-30,78.96,159.2,,,0.0,,0.0,,,0.0,,,201.0,Poor
AP001,2019-03-01,27.08,59.54,2.49,9.07,6.97,11.97,0.52,11.04,33.63,0.0,0.01,,101.0,Moderate
WB010,2020-02-02,69.06,141.41,119.35,54.59,173.94,26.77,1.29,9.2,9.36,70.85,70.06,1.96,175.0,Moderate
DL015,2020-01-15,172.28,257.18,89.03,194.73,176.16,92.4,1.55,8.39,2.64,,23.93,,327.0,Very Poor
HR011,2018-04-17,159.44,253.36,41.45,16.45,57.9,,5.67,,10.41,,,,359.0,Very Poor
DL034,2020-06-17,34.6,156.18,5.21,27.65,19.42,10.91,0.4,7.41,87.0,1.55,20.9,,150.0,Moderate
DL023,2019-05-15,91.79,215.05,24.7,71.79,58.27,18.39,1.68,23.66,42.59,3.93,101.09,,208.0,Poor
